trade_num,trade_date,day_of_week,side,entry_time,exit_time,entry_price,exit_price,pts,pnl_dollar,cumulative_pnl,exit_reason,bars_held,mfe_pts,mae_pts,strategy,win,vix_open,vix_high,vix_low,vix_close,vix_pdh,vix_pdl,vix_prev_close,vix_pct_change,es_open,es_high,es_low,es_close,es_prev_close,es_pct_change,vix_regime,vix_intraday,pct_regime,vix_intraday_dir,vix_dod_dir,vix_momentum,vix_q,vix_combo
22,2025-03-07,Friday,long,2025-03-07 20:11:00+00:00,2025-03-07T20:13:00+00:00,20236.5,20249.0,12.5,23.96,362.62,TP,2,18.0,9.0,MNQ_VSCALPB,True,24.850000381469727,26.559999465942383,23.09000015258789,23.3700008392334,25.920000076293945,22.389999389648438,24.8700008392334,-6.0313628845307115,5766.0,5791.0,5673.0,5776.0,5746.25,0.5177289536654417,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
23,2025-03-10,Monday,short,2025-03-10 17:01:00+00:00,2025-03-10T17:03:00+00:00,19537.75,19523.5,14.25,27.46,390.08,TP,2,46.75,6.75,MNQ_VSCALPB,True,24.700000762939453,29.559999465942383,24.68000030517578,27.860000610351562,26.559999465942383,23.09000015258789,23.3700008392334,19.212664141545012,5753.0,5757.75,5571.5,5620.75,5776.0,-2.687846260387816,VIX > PDH (bearish),VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
24,2025-03-11,Tuesday,short,2025-03-11 14:07:00+00:00,2025-03-11T14:08:00+00:00,19471.25,19466.0,5.25,9.46,399.54,TP,1,24.25,19.75,MNQ_VSCALPB,True,27.940000534057617,29.56999969482422,26.18000030517578,26.920000076293945,29.559999465942383,24.68000030517578,27.860000610351562,-3.374014764767641,5622.0,5651.75,5534.0,5577.0,5620.75,-0.7783658764399792,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX drifting down (0-5%),High VIX,VIX down + High VIX
25,2025-03-13,Thursday,short,2025-03-13 16:16:00+00:00,2025-03-13T16:26:00+00:00,19303.25,19297.75,5.5,9.96,409.5,TP,10,17.25,22.5,MNQ_VSCALPB,True,24.920000076293945,26.1299991607666,23.459999084472656,24.65999984741211,26.90999984741211,23.889999389648438,24.229999542236328,1.7746608060236646,5596.5,5623.0,5509.25,5527.5,5604.75,-1.37829519603907,VIX neutral,VIX touched PDL (bullish),"Normal bear (ES-, VIX+)",VIX down intraday,VIX rising (close>prev),VIX drifting up (0-5%),High VIX,VIX down + High VIX
26,2025-03-14,Friday,short,2025-03-14 18:01:00+00:00,2025-03-14T18:04:00+00:00,19636.25,19653.25,-17.0,-35.04,374.46,SL,3,2.25,26.5,MNQ_VSCALPB,False,24.350000381469727,24.360000610351562,21.479999542236328,21.770000457763672,26.1299991607666,23.459999084472656,24.65999984741211,-11.719381214642311,5540.0,5648.75,5538.75,5640.0,5527.5,2.0352781546811416,VIX < PDL (bullish),VIX touched PDL (bullish),"Normal bull (ES+, VIX-)",VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
27,2025-03-17,Monday,long,2025-03-17 14:00:00+00:00,2025-03-17T14:02:00+00:00,19790.0,19749.5,-40.5,-82.04,292.42,SL,2,2.5,50.0,MNQ_VSCALPB,False,22.889999389648438,22.950000762939453,20.31999969482422,20.510000228881836,24.360000610351562,21.479999542236328,21.770000457763672,-5.78778228014456,5626.75,5707.5,5599.0,5680.25,5640.0,0.7136524822695112,VIX < PDL (bullish),VIX touched PDL (bullish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
28,2025-03-17,Monday,short,2025-03-17 15:31:00+00:00,2025-03-17T15:32:00+00:00,19695.5,19687.25,8.25,15.46,307.88,TP,1,24.5,2.0,MNQ_VSCALPB,True,22.889999389648438,22.950000762939453,20.31999969482422,20.510000228881836,24.360000610351562,21.479999542236328,21.770000457763672,-5.78778228014456,5626.75,5707.5,5599.0,5680.25,5640.0,0.7136524822695112,VIX < PDL (bullish),VIX touched PDL (bullish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
29,2025-03-17,Monday,short,2025-03-17 16:30:00+00:00,2025-03-17T16:36:00+00:00,19668.25,19695.0,-26.75,-54.54,253.34,SL,6,4.5,31.75,MNQ_VSCALPB,False,22.889999389648438,22.950000762939453,20.31999969482422,20.510000228881836,24.360000610351562,21.479999542236328,21.770000457763672,-5.78778228014456,5626.75,5707.5,5599.0,5680.25,5640.0,0.7136524822695112,VIX < PDL (bullish),VIX touched PDL (bullish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
30,2025-03-18,Tuesday,short,2025-03-18 15:51:00+00:00,2025-03-18T15:55:00+00:00,19453.0,19448.5,4.5,7.96,261.3,TP,4,9.0,9.75,MNQ_VSCALPB,True,20.829999923706055,22.56999969482422,20.40999984741211,21.700000762939453,22.950000762939453,20.31999969482422,20.510000228881836,5.802050320710772,5680.0,5686.25,5600.0,5618.0,5680.25,-1.0959024690814667,VIX neutral,VIX inside range,"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
31,2025-03-18,Tuesday,long,2025-03-18 17:01:00+00:00,2025-03-18T17:07:00+00:00,19527.25,19496.0,-31.25,-63.54,197.76,SL,6,8.75,46.75,MNQ_VSCALPB,False,20.829999923706055,22.56999969482422,20.40999984741211,21.700000762939453,22.950000762939453,20.31999969482422,20.510000228881836,5.802050320710772,5680.0,5686.25,5600.0,5618.0,5680.25,-1.0959024690814667,VIX neutral,VIX inside range,"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
32,2025-03-20,Thursday,long,2025-03-20 15:11:00+00:00,2025-03-20T15:13:00+00:00,19837.25,19847.0,9.75,18.46,216.22,TP,2,20.5,4.25,MNQ_VSCALPB,True,19.520000457763672,21.170000076293945,19.299999237060547,19.799999237060547,22.100000381469727,19.420000076293945,19.899999618530273,-0.5025144893802347,5680.0,5714.25,5631.5,5662.5,5678.5,-0.2817645504974875,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX falling (close<prev),VIX drifting down (0-5%),Mid VIX,VIX up + Mid VIX
33,2025-03-20,Thursday,short,2025-03-20 19:31:00+00:00,2025-03-20T19:34:00+00:00,19660.75,19655.5,5.25,9.46,225.68,TP,3,17.0,7.5,MNQ_VSCALPB,True,19.520000457763672,21.170000076293945,19.299999237060547,19.799999237060547,22.100000381469727,19.420000076293945,19.899999618530273,-0.5025144893802347,5680.0,5714.25,5631.5,5662.5,5678.5,-0.2817645504974875,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX falling (close<prev),VIX drifting down (0-5%),Mid VIX,VIX up + Mid VIX
34,2025-03-24,Monday,long,2025-03-24 17:41:00+00:00,2025-03-24T17:58:00+00:00,20345.0,20329.5,-15.5,-32.04,193.64,SL,17,4.75,18.5,MNQ_VSCALPB,False,19.1299991607666,19.139999389648438,17.459999084472656,17.479999542236328,21.139999389648438,19.149999618530273,19.280000686645508,-9.336105188294773,5740.0,5825.5,5739.0,5815.5,5617.7998046875,3.5191748048326366,VIX < PDL (bullish),VIX touched PDL (bullish),"Normal bull (ES+, VIX-)",VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),Mid VIX,VIX down + Mid VIX
35,2025-03-27,Thursday,short,2025-03-27 17:56:00+00:00,2025-03-27T18:01:00+00:00,20012.25,20029.5,-17.25,-35.54,158.1,SL,5,3.0,19.5,MNQ_VSCALPB,False,18.360000610351562,19.280000686645508,17.950000762939453,18.690000534057617,19.06999969482422,16.969999313354492,18.329999923706055,1.9639967913255507,5737.25,5779.75,5720.0,5739.25,5759.5,-0.35159302022744754,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Mid VIX,VIX up + Mid VIX
36,2025-03-27,Thursday,long,2025-03-27 18:36:00+00:00,2025-03-27T18:38:00+00:00,20070.0,20077.25,7.25,13.46,171.56,TP,2,8.75,11.75,MNQ_VSCALPB,True,18.360000610351562,19.280000686645508,17.950000762939453,18.690000534057617,19.06999969482422,16.969999313354492,18.329999923706055,1.9639967913255507,5737.25,5779.75,5720.0,5739.25,5759.5,-0.35159302022744754,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Mid VIX,VIX up + Mid VIX
37,2025-03-27,Thursday,long,2025-03-27 19:16:00+00:00,2025-03-27T19:21:00+00:00,20095.0,20101.0,6.0,10.96,182.52,TP,5,21.75,11.5,MNQ_VSCALPB,True,18.360000610351562,19.280000686645508,17.950000762939453,18.690000534057617,19.06999969482422,16.969999313354492,18.329999923706055,1.9639967913255507,5737.25,5779.75,5720.0,5739.25,5759.5,-0.35159302022744754,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Mid VIX,VIX up + Mid VIX
38,2025-03-27,Thursday,short,2025-03-27 19:41:00+00:00,2025-03-27T19:43:00+00:00,20070.5,20063.25,7.25,13.46,195.98,TP,2,17.75,11.0,MNQ_VSCALPB,True,18.360000610351562,19.280000686645508,17.950000762939453,18.690000534057617,19.06999969482422,16.969999313354492,18.329999923706055,1.9639967913255507,5737.25,5779.75,5720.0,5739.25,5759.5,-0.35159302022744754,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),Mid VIX,VIX up + Mid VIX
39,2025-03-31,Monday,short,2025-03-31 17:46:00+00:00,2025-03-31T17:48:00+00:00,19225.25,19215.75,9.5,17.96,213.94,TP,2,16.0,2.0,MNQ_VSCALPB,True,24.110000610351562,24.799999237060547,21.670000076293945,22.280000686645508,22.18000030517578,18.920000076293945,21.649999618530273,2.9099357007656312,5590.0,5672.75,5533.75,5653.25,5623.0,0.5379690556642336,VIX > PDH (bearish),VIX touched PDH (bearish),Small moves (<1%),VIX down intraday,VIX rising (close>prev),VIX drifting up (0-5%),High VIX,VIX down + High VIX
40,2025-04-01,Tuesday,short,2025-04-01 18:01:00+00:00,2025-04-01T18:02:00+00:00,19494.0,19469.25,24.75,48.46,262.4,TP,1,50.0,0.0,MNQ_VSCALPB,True,22.059999465942383,23.520000457763672,21.579999923706055,21.770000457763672,24.799999237060547,21.670000076293945,22.280000686645508,-2.289049430718948,5644.25,5694.75,5600.25,5674.5,5653.25,0.37588997479325315,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX drifting down (0-5%),High VIX,VIX down + High VIX
41,2025-04-02,Wednesday,long,2025-04-02 15:21:00+00:00,2025-04-02T15:22:00+00:00,19649.75,19658.5,8.75,16.46,278.86,TP,1,19.25,0.0,MNQ_VSCALPB,True,22.299999237060547,23.65999984741211,20.68000030517578,21.510000228881836,23.520000457763672,21.579999923706055,21.770000457763672,-1.1943051144452932,5672.0,5773.25,5566.25,5712.25,5674.5,0.6652568508238588,VIX < PDL (bullish),VIX wide range (both),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX drifting down (0-5%),High VIX,VIX down + High VIX
42,2025-04-02,Wednesday,short,2025-04-02 19:16:00+00:00,2025-04-02T19:19:00+00:00,19642.75,19636.5,6.25,11.46,290.32,TP,3,20.75,19.75,MNQ_VSCALPB,True,22.299999237060547,23.65999984741211,20.68000030517578,21.510000228881836,23.520000457763672,21.579999923706055,21.770000457763672,-1.1943051144452932,5672.0,5773.25,5566.25,5712.25,5674.5,0.6652568508238588,VIX < PDL (bullish),VIX wide range (both),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX drifting down (0-5%),High VIX,VIX down + High VIX
43,2025-04-03,Thursday,short,2025-04-03 14:36:00+00:00,2025-04-03T14:37:00+00:00,18882.5,18874.0,8.5,15.96,306.28,TP,1,22.0,11.25,MNQ_VSCALPB,True,26.3799991607666,30.020000457763672,24.93000030517578,30.020000457763672,23.65999984741211,20.68000030517578,21.510000228881836,39.562994599392496,5550.5,5564.75,5415.25,5432.75,5712.25,-4.892993128802137,VIX > PDH (bearish),VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
44,2025-04-03,Thursday,long,2025-04-03 16:16:00+00:00,2025-04-03T16:17:00+00:00,18941.75,18951.5,9.75,18.46,324.74,TP,1,17.25,8.5,MNQ_VSCALPB,True,26.3799991607666,30.020000457763672,24.93000030517578,30.020000457763672,23.65999984741211,20.68000030517578,21.510000228881836,39.562994599392496,5550.5,5564.75,5415.25,5432.75,5712.25,-4.892993128802137,VIX > PDH (bearish),VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
45,2025-04-03,Thursday,long,2025-04-03 16:51:00+00:00,2025-04-03T16:52:00+00:00,18895.25,18901.25,6.0,10.96,335.7,TP,1,21.0,8.25,MNQ_VSCALPB,True,26.3799991607666,30.020000457763672,24.93000030517578,30.020000457763672,23.65999984741211,20.68000030517578,21.510000228881836,39.562994599392496,5550.5,5564.75,5415.25,5432.75,5712.25,-4.892993128802137,VIX > PDH (bearish),VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
46,2025-04-03,Thursday,short,2025-04-03 17:51:00+00:00,2025-04-03T17:54:00+00:00,18850.25,18843.25,7.0,12.96,348.66,TP,3,14.75,12.25,MNQ_VSCALPB,True,26.3799991607666,30.020000457763672,24.93000030517578,30.020000457763672,23.65999984741211,20.68000030517578,21.510000228881836,39.562994599392496,5550.5,5564.75,5415.25,5432.75,5712.25,-4.892993128802137,VIX > PDH (bearish),VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
47,2025-04-04,Friday,long,2025-04-04 17:51:00+00:00,2025-04-04T17:52:00+00:00,17807.25,17830.0,22.75,44.46,393.12,TP,1,40.25,14.0,MNQ_VSCALPB,True,30.1200008392334,45.61000061035156,29.989999771118164,45.310001373291016,30.020000457763672,24.93000030517578,30.020000457763672,50.932713798720464,5423.0,5435.0,5074.0,5110.25,5432.75,-5.936220146334725,VIX > PDH (bearish),VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
48,2025-04-07,Monday,short,2025-04-07 19:26:00+00:00,2025-04-07T19:27:00+00:00,17472.5,17457.75,14.75,28.46,421.58,TP,1,51.5,32.5,MNQ_VSCALPB,True,60.130001068115234,60.130001068115234,38.58000183105469,46.97999954223633,45.61000061035156,29.989999771118164,45.310001373291016,3.685716438600095,5007.0,5286.5,4832.0,5097.25,5110.25,-0.2543906853872069,VIX > PDH (bearish),VIX touched PDH (bearish),Small moves (<1%),VIX down intraday,VIX rising (close>prev),VIX drifting up (0-5%),High VIX,VIX down + High VIX
49,2025-04-08,Tuesday,short,2025-04-08 17:51:00+00:00,2025-04-08T17:53:00+00:00,17637.25,17671.75,-34.5,-70.04,351.54,SL,2,22.5,43.75,MNQ_VSCALPB,False,44.040000915527344,57.52000045776367,36.47999954223633,52.33000183105469,60.130001068115234,38.58000183105469,46.97999954223633,11.387829589075583,5126.5,5305.25,4940.5,5020.25,5097.25,-1.5106184707440296,VIX neutral,VIX touched PDL (bullish),"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
50,2025-04-10,Thursday,short,2025-04-10 14:31:00+00:00,2025-04-10T14:32:00+00:00,18692.0,18736.75,-44.75,-90.54,261.0,SL,1,9.75,55.5,MNQ_VSCALPB,False,34.439998626708984,54.869998931884766,34.439998626708984,40.720001220703125,57.959999084472656,31.899999618530273,33.619998931884766,21.118389394369697,5502.5,5528.75,5146.75,5302.0,5491.0,-3.441995993443814,VIX neutral,VIX inside range,"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
51,2025-04-10,Thursday,long,2025-04-10 19:06:00+00:00,2025-04-10T19:07:00+00:00,18602.0,18614.75,12.75,24.46,285.46,TP,1,22.75,70.25,MNQ_VSCALPB,True,34.439998626708984,54.869998931884766,34.439998626708984,40.720001220703125,57.959999084472656,31.899999618530273,33.619998931884766,21.118389394369697,5502.5,5528.75,5146.75,5302.0,5491.0,-3.441995993443814,VIX neutral,VIX inside range,"Normal bear (ES-, VIX+)",VIX up intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX up + High VIX
52,2025-04-11,Friday,long,2025-04-11 17:41:00+00:00,2025-04-11T17:42:00+00:00,18773.75,18758.25,-15.5,-32.04,253.42,SL,1,16.0,48.0,MNQ_VSCALPB,False,40.79999923706055,46.119998931884766,36.849998474121094,37.560001373291016,54.869998931884766,34.439998626708984,40.720001220703125,-7.760313734483592,5299.25,5418.25,5206.0,5391.25,5302.0,1.6833270463975758,VIX neutral,VIX inside range,"Normal bull (ES+, VIX-)",VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
53,2025-04-15,Tuesday,short,2025-04-15 15:51:00+00:00,2025-04-15T15:52:00+00:00,18994.0,18986.0,8.0,14.96,268.38,TP,1,11.0,56.0,MNQ_VSCALPB,True,30.010000228881836,31.450000762939453,28.290000915527344,30.1200008392334,35.16999816894531,29.75,30.889999389648438,-2.4927114458703215,5431.75,5485.0,5413.0,5428.25,5440.75,-0.22974773698478668,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX falling (close<prev),VIX drifting down (0-5%),High VIX,VIX up + High VIX
54,2025-04-16,Wednesday,long,2025-04-16 15:26:00+00:00,2025-04-16T15:28:00+00:00,18725.0,18709.25,-15.75,-32.54,235.84,SL,2,5.75,18.75,MNQ_VSCALPB,False,33.2400016784668,34.959999084472656,29.479999542236328,32.63999938964844,31.450000762939453,28.290000915527344,30.1200008392334,8.366528818726216,5403.75,5425.0,5251.0,5305.75,5428.25,-2.2567125685073464,VIX > PDH (bearish),VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX down intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX down + High VIX
55,2025-04-16,Wednesday,short,2025-04-16 16:41:00+00:00,2025-04-16T16:42:00+00:00,18549.5,18571.75,-22.25,-45.54,190.3,SL,1,1.25,30.5,MNQ_VSCALPB,False,33.2400016784668,34.959999084472656,29.479999542236328,32.63999938964844,31.450000762939453,28.290000915527344,30.1200008392334,8.366528818726216,5403.75,5425.0,5251.0,5305.75,5428.25,-2.2567125685073464,VIX > PDH (bearish),VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX down intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX down + High VIX
56,2025-04-16,Wednesday,long,2025-04-16 17:31:00+00:00,2025-04-16T17:32:00+00:00,18548.5,18485.5,-63.0,-127.04,63.26,SL,1,1.5,80.5,MNQ_VSCALPB,False,33.2400016784668,34.959999084472656,29.479999542236328,32.63999938964844,31.450000762939453,28.290000915527344,30.1200008392334,8.366528818726216,5403.75,5425.0,5251.0,5305.75,5428.25,-2.2567125685073464,VIX > PDH (bearish),VIX touched PDH (bearish),"Normal bear (ES-, VIX+)",VIX down intraday,VIX rising (close>prev),VIX surging (>+5%),High VIX,VIX down + High VIX
57,2025-04-17,Thursday,short,2025-04-17 14:06:00+00:00,2025-04-17T14:07:00+00:00,18455.75,18426.25,29.5,57.96,121.22,TP,1,72.25,4.75,MNQ_VSCALPB,True,30.790000915527344,32.54999923706055,29.56999969482422,29.649999618530273,34.959999084472656,29.479999542236328,32.63999938964844,-9.160538685752616,5308.0,5371.25,5285.5,5312.75,5305.75,0.1319323375583048,VIX neutral,VIX inside range,Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
58,2025-04-23,Wednesday,long,2025-04-23 14:26:00+00:00,2025-04-23T14:27:00+00:00,19076.25,19099.5,23.25,45.46,166.68,TP,1,31.25,1.5,MNQ_VSCALPB,True,28.75,30.290000915527344,27.110000610351562,28.450000762939453,32.68000030517578,30.079999923706055,30.56999969482422,-6.93490007539549,5379.75,5499.75,5377.75,5401.75,5314.75,1.6369537607601403,VIX < PDL (bullish),VIX touched PDL (bullish),"Normal bull (ES+, VIX-)",VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
59,2025-04-23,Wednesday,short,2025-04-23 16:51:00+00:00,2025-04-23T16:52:00+00:00,18832.75,18855.75,-23.0,-47.04,119.64,SL,1,4.5,41.0,MNQ_VSCALPB,False,28.75,30.290000915527344,27.110000610351562,28.450000762939453,32.68000030517578,30.079999923706055,30.56999969482422,-6.93490007539549,5379.75,5499.75,5377.75,5401.75,5314.75,1.6369537607601403,VIX < PDL (bullish),VIX touched PDL (bullish),"Normal bull (ES+, VIX-)",VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
60,2025-04-23,Wednesday,short,2025-04-23 18:59:00+00:00,2025-04-23T19:00:00+00:00,18897.25,18869.5,27.75,54.46,174.1,TP,1,37.25,1.25,MNQ_VSCALPB,True,28.75,30.290000915527344,27.110000610351562,28.450000762939453,32.68000030517578,30.079999923706055,30.56999969482422,-6.93490007539549,5379.75,5499.75,5377.75,5401.75,5314.75,1.6369537607601403,VIX < PDL (bullish),VIX touched PDL (bullish),"Normal bull (ES+, VIX-)",VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
61,2025-04-28,Monday,short,2025-04-28 17:28:00+00:00,2025-04-28T17:29:00+00:00,19303.5,19285.75,17.75,34.46,208.56,TP,1,32.25,3.0,MNQ_VSCALPB,True,25.75,26.93000030517578,24.700000762939453,25.149999618530273,27.200000762939453,24.84000015258789,24.84000015258789,1.247984959895776,5544.0,5578.75,5492.0,5553.0,5549.75,0.05856119645029079,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX down intraday,VIX rising (close>prev),VIX drifting up (0-5%),High VIX,VIX down + High VIX
62,2025-04-29,Tuesday,long,2025-04-29 15:46:00+00:00,2025-04-29T15:47:00+00:00,19566.0,19575.75,9.75,18.46,227.02,TP,1,11.25,2.25,MNQ_VSCALPB,True,24.760000228881836,25.989999771118164,23.760000228881836,24.170000076293945,26.93000030517578,24.700000762939453,25.149999618530273,-3.8966185172991996,5543.0,5597.25,5521.5,5583.75,5553.0,0.5537547271744936,VIX < PDL (bullish),VIX touched PDL (bullish),Small moves (<1%),VIX down intraday,VIX falling (close<prev),VIX drifting down (0-5%),High VIX,VIX down + High VIX
63,2025-05-01,Thursday,short,2025-05-01 14:00:00+00:00,2025-05-01T14:06:00+00:00,19906.0,19943.0,-37.0,-75.04,151.98,SL,6,41.25,49.0,MNQ_VSCALPB,False,23.940000534057617,25.18000030517578,23.299999237060547,24.600000381469727,28.170000076293945,24.229999542236328,24.700000762939453,-0.40485983150158056,5617.5,5682.5,5601.75,5623.25,5587.0,0.648827635582605,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX falling (close<prev),VIX drifting down (0-5%),High VIX,VIX up + High VIX
64,2025-05-01,Thursday,long,2025-05-01 17:36:00+00:00,2025-05-01T17:37:00+00:00,20003.0,20012.5,9.5,17.96,169.94,TP,1,12.0,2.75,MNQ_VSCALPB,True,23.940000534057617,25.18000030517578,23.299999237060547,24.600000381469727,28.170000076293945,24.229999542236328,24.700000762939453,-0.40485983150158056,5617.5,5682.5,5601.75,5623.25,5587.0,0.648827635582605,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX falling (close<prev),VIX drifting down (0-5%),High VIX,VIX up + High VIX
65,2025-05-01,Thursday,long,2025-05-01 18:34:00+00:00,2025-05-01T18:46:00+00:00,20026.0,20038.5,12.5,23.96,193.9,TP,12,23.75,17.5,MNQ_VSCALPB,True,23.940000534057617,25.18000030517578,23.299999237060547,24.600000381469727,28.170000076293945,24.229999542236328,24.700000762939453,-0.40485983150158056,5617.5,5682.5,5601.75,5623.25,5587.0,0.648827635582605,VIX neutral,VIX touched PDL (bullish),Small moves (<1%),VIX up intraday,VIX falling (close<prev),VIX drifting down (0-5%),High VIX,VIX up + High VIX
66,2025-05-02,Friday,long,2025-05-02 14:06:00+00:00,2025-05-02T14:11:00+00:00,20129.0,20144.5,15.5,29.96,223.86,TP,5,24.5,13.25,MNQ_VSCALPB,True,23.6299991607666,24.31999969482422,22.34000015258789,22.68000030517578,25.18000030517578,23.299999237060547,24.600000381469727,-7.804878237889012,5608.5,5724.75,5601.0,5709.0,5623.25,1.5249188636464739,VIX < PDL (bullish),VIX touched PDL (bullish),"Normal bull (ES+, VIX-)",VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
67,2025-05-02,Friday,short,2025-05-02 15:31:00+00:00,2025-05-02T15:32:00+00:00,20139.75,20160.5,-20.75,-42.54,181.32,SL,1,0.25,23.0,MNQ_VSCALPB,False,23.6299991607666,24.31999969482422,22.34000015258789,22.68000030517578,25.18000030517578,23.299999237060547,24.600000381469727,-7.804878237889012,5608.5,5724.75,5601.0,5709.0,5623.25,1.5249188636464739,VIX < PDL (bullish),VIX touched PDL (bullish),"Normal bull (ES+, VIX-)",VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
68,2025-05-02,Friday,short,2025-05-02 19:36:00+00:00,2025-05-02T19:37:00+00:00,20206.0,20195.75,10.25,19.46,200.78,TP,1,14.0,2.75,MNQ_VSCALPB,True,23.6299991607666,24.31999969482422,22.34000015258789,22.68000030517578,25.18000030517578,23.299999237060547,24.600000381469727,-7.804878237889012,5608.5,5724.75,5601.0,5709.0,5623.25,1.5249188636464739,VIX < PDL (bullish),VIX touched PDL (bullish),"Normal bull (ES+, VIX-)",VIX down intraday,VIX falling (close<prev),VIX crashing (<-5%),High VIX,VIX down + High VIX
69,2025-05-05,Monday,long,2025-05-05 15:59:00+00:00,2025-05-05T16:02:00+00:00,20101.0,20113.75,12.75,24.46,225.24,TP,3,14.75,7.25,MNQ_VSCALPB,True,24.25,24.6299991607666,22.809999465942383,23.639999389648438,24.31999969482422,22.34000015258789,22.68000030517578,4.232800139132165,5705.0,5706.25,5655.25,5671.75,5709.0,-0.6524785426519575,VIX neutral,VIX touched PDH (bearish),Small moves (<1%),VIX down intraday,VIX rising (close>prev),VIX drifting up (0-5%),High VIX,VIX down + High VIX
70,2025-05-06,Tuesday,long,2025-05-06 15:17:00+00:00,2025-05-06T15:18:00+00:00,19904.75,19917.0,12.25,23.46,248.7,TP,1,20.75,2.5,MNQ_VSCALPB,True,23.969999313354492,25.110000610351562,23.899999618530273,24.760000228881836,24.6299991607666,22.809999465942383,23.639999389648438,4.737736328892761,5666.25,5673.25,5605.0,5625.75,5671.75,-0.811037157843697,VIX > PDH (bearish),VIX touched PDH (bearish),Small moves (<1%),VIX up intraday,VIX rising (close>prev),VIX drifting up (0-5%),High VIX,VIX up + High VIX
